customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,TenureGroup,TotalRevenue,AverageCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1298-PHBTI,Male,0,1,1,71,1,1,0,1,0,1,0,0,1,84.8,6152.4,0,49+,6020.8,86.65,1,0,0,1,0,1,0
6223-DHJGV,Female,0,0,0,42,1,0,0,0,0,0,0,0,1,20.65,958.1,0,37-48,867.3,22.81,0,1,1,0,0,0,1
6961-MJKBO,Male,0,0,0,47,1,0,0,0,0,0,0,0,0,20.45,943.0,0,37-48,961.15,20.06,0,1,0,1,0,0,0
6097-EQISJ,Female,0,1,1,66,1,1,0,1,1,0,1,1,1,102.45,6615.15,1,49+,6761.7,100.23,1,0,1,0,1,0,0
4423-YLHDV,Female,0,1,0,21,1,1,1,0,1,0,1,1,1,104.4,2200.25,1,13-24,2192.4,104.77,1,0,0,0,0,0,0
8158-WPEZG,Male,0,0,0,11,0,0,0,1,0,1,0,0,1,35.65,425.1,0,0-12,392.15,38.65,0,0,0,0,0,1,0
0107-YHINA,Male,0,0,1,1,1,1,0,0,1,0,1,1,1,99.75,99.75,1,0-12,99.75,99.75,1,0,0,0,0,1,0
4918-FYJNT,Female,1,1,0,55,1,1,0,1,1,1,0,0,0,90.45,5044.8,0,49+,4974.75,91.72,1,0,0,0,0,1,0
0727-BNRLG,Male,0,0,0,69,1,1,0,1,1,1,1,0,1,97.65,6743.55,0,49+,6737.85,97.73,1,0,0,1,1,0,0
4854-CIDCF,Female,1,0,0,3,1,0,0,0,1,0,0,0,0,73.85,196.4,0,0-12,221.55,65.47,1,0,0,0,0,1,0
8640-SDGKB,Male,0,0,0,4,1,0,0,0,1,1,1,1,1,74.4,299.7,1,0-12,297.6,74.92,0,0,0,0,0,1,0
3280-MRDOF,Male,1,0,0,30,1,1,0,0,1,1,1,0,1,69.1,2093.9,0,25-36,2073.0,69.8,0,0,0,1,1,0,0
6435-SRWBJ,Female,0,0,0,5,1,1,0,0,1,1,0,0,1,82.75,417.75,0,0-12,413.75,83.55,1,0,0,0,0,1,0
9964-WBQDJ,Female,0,1,0,71,1,1,0,0,0,0,0,0,1,24.4,1725.4,0,49+,1732.4,24.3,0,1,0,1,1,0,0
6303-KFWSL,Female,0,0,0,29,1,1,0,1,0,0,0,0,1,55.25,1620.2,0,25-36,1602.25,55.87,0,0,1,0,0,1,0
1702-CCFNJ,Male,0,1,0,52,1,1,0,1,0,1,0,0,0,61.35,3169.55,0,49+,3190.2,60.95,0,0,0,0,0,0,0
8932-CZHRQ,Male,0,0,0,68,1,1,1,1,1,0,0,1,0,76.75,5233.25,0,49+,5219.0,76.96,0,0,1,0,1,0,0
0386-CWRGM,Female,0,1,1,46,1,0,0,0,0,0,0,0,0,19.4,967.85,0,37-48,892.4,21.04,0,1,0,1,0,0,1
5515-RUGKN,Male,0,0,0,8,1,0,0,0,0,0,0,1,1,54.75,438.05,0,0-12,438.0,54.76,0,0,0,0,1,0,0
0404-AHASP,Male,0,1,0,72,1,0,0,0,0,0,0,0,0,19.7,1421.9,0,49+,1418.4,19.75,0,1,0,1,1,0,0
7279-NMVJC,Female,0,0,0,17,1,0,0,0,0,0,0,0,0,19.9,323.15,0,13-24,338.3,19.01,0,1,1,0,0,0,0
2081-VEYEH,Male,0,0,0,3,1,0,0,1,1,1,1,1,1,107.95,318.6,0,0-12,323.85,106.2,1,0,0,0,0,1,0
6407-UTSLV,Female,1,0,0,2,1,0,0,1,0,0,1,0,1,83.8,163.7,0,0-12,167.6,81.85,1,0,0,0,0,0,0
4116-TZAQJ,Female,0,0,0,9,1,0,1,0,0,0,0,0,1,74.25,639.65,1,0-12,668.25,71.07,1,0,0,0,1,0,0
9060-HJJRW,Female,0,0,0,51,0,0,0,1,1,0,1,1,1,56.4,2928.5,0,49+,2876.4,57.42,0,0,1,0,1,0,0
2587-YNLES,Female,0,1,1,6,1,0,0,0,0,0,0,0,0,20.1,100.35,0,0-12,120.6,16.72,0,1,0,1,0,0,1
7398-SKNQZ,Female,0,1,0,3,1,1,0,0,0,0,1,1,0,94.9,273.2,0,0-12,284.7,91.07,1,0,0,0,0,1,0
5935-FCCNB,Female,1,0,0,17,1,1,0,0,0,0,1,1,1,94.2,1608.15,0,13-24,1601.4,94.6,1,0,0,0,0,1,0
1958-RNRKS,Male,0,1,0,30,1,1,0,0,0,0,0,0,0,49.9,1441.95,0,25-36,1497.0,48.07,0,0,0,0,0,1,0
5136-RGMZO,Male,0,0,0,31,1,1,0,1,0,1,1,0,1,71.05,2168.15,0,25-36,2202.55,69.94,0,0,0,0,0,1,0
8345-MVDYC,Female,0,0,0,45,1,0,1,0,1,1,1,1,0,81.65,3618.7,0,37-48,3674.25,80.42,0,0,0,1,0,0,0
8226-BXGES,Male,0,1,0,64,1,1,1,1,1,0,0,0,0,89.45,5692.65,0,49+,5724.8,88.95,1,0,1,0,0,0,0
3877-JRJIP,Male,0,0,0,1,1,1,0,0,0,0,1,0,1,59.85,59.85,1,0-12,59.85,59.85,0,0,0,0,0,1,0
8375-DKEBR,Female,1,0,0,1,1,0,0,0,0,0,0,0,1,69.6,69.6,1,0-12,69.6,69.6,1,0,0,0,0,1,0
9705-IOVQQ,Male,1,1,1,61,1,1,0,1,0,0,1,1,0,99.0,5969.3,0,49+,6039.0,97.86,1,0,1,0,0,1,0
1015-OWJKI,Male,0,0,0,1,1,0,0,0,0,0,0,0,0,19.05,19.05,0,0-12,19.05,19.05,0,1,0,0,0,0,1
7511-YMXVQ,Male,0,0,0,9,0,0,0,0,0,0,1,1,1,45.4,418.8,1,0-12,408.6,46.53,0,0,0,0,0,1,0
2040-XBAVJ,Male,0,1,1,72,1,1,1,1,1,1,1,1,0,114.45,8100.55,0,49+,8240.4,112.51,1,0,0,1,0,0,0
7551-JOHTI,Female,0,0,0,1,1,0,0,0,0,0,0,0,0,19.5,19.5,1,0-12,19.5,19.5,0,1,0,0,0,0,1
8887-IPQNC,Female,0,1,0,7,1,0,0,0,0,0,0,0,1,44.25,313.45,0,0-12,309.75,44.78,0,0,0,0,0,0,1
8646-JCOMS,Female,0,1,0,66,1,1,0,1,1,1,0,0,1,90.55,6130.95,0,49+,5976.3,92.89,1,0,1,0,0,0,0
9804-ICWBG,Male,0,0,0,1,1,0,0,0,0,0,0,0,1,69.9,69.9,1,0-12,69.9,69.9,1,0,0,0,0,1,0
1222-KJNZD,Male,0,1,1,40,1,0,0,0,0,0,0,0,1,20.4,745.3,0,37-48,816.0,18.63,0,1,0,0,0,0,0
0106-GHRQR,Male,0,0,0,16,1,1,0,1,1,0,0,1,1,71.4,1212.1,0,13-24,1142.4,75.76,0,0,0,0,0,0,0
5318-IXUZF,Female,0,0,0,2,1,0,0,1,0,0,1,0,1,87.15,183.75,1,0-12,174.3,91.88,1,0,0,0,0,0,0
3768-VHXQO,Male,0,1,0,67,1,1,0,0,0,0,0,0,0,24.85,1583.5,0,49+,1664.95,23.63,0,1,0,1,1,0,0
8952-WCVCD,Female,0,1,0,41,1,0,1,1,1,0,1,1,1,104.45,4162.05,0,37-48,4282.45,101.51,1,0,1,0,0,0,0
2418-TPEUN,Female,0,1,1,56,1,0,0,0,0,0,0,0,1,19.8,1119.9,0,49+,1108.8,20.0,0,1,0,1,1,0,0
3963-RYFNS,Female,0,0,0,72,1,1,1,1,1,1,1,1,1,116.45,8013.55,0,49+,8384.4,111.3,1,0,0,1,0,0,0
3198-VELRD,Female,0,1,1,3,1,1,0,0,0,0,0,1,1,84.75,264.85,1,0-12,254.25,88.28,1,0,0,0,0,0,0
8540-ZQGEA,Female,0,1,0,54,1,0,0,0,0,0,0,0,0,20.05,1102.4,0,49+,1082.7,20.41,0,1,0,1,1,0,0
1320-REHCS,Male,1,0,0,52,1,1,0,1,1,1,1,1,1,110.75,5832.0,0,49+,5759.0,112.15,1,0,0,0,0,1,0
4137-JOPHL,Female,0,0,0,50,1,0,0,0,1,1,0,1,1,89.7,4304.5,0,49+,4485.0,86.09,1,0,0,1,0,0,0
9436-ZBZCT,Male,0,0,0,14,1,1,0,0,0,1,1,0,1,89.95,1178.4,1,13-24,1259.3,84.17,1,0,0,0,0,1,0
7801-CEDNV,Male,0,1,0,27,1,0,1,0,0,0,0,0,0,48.7,1421.75,0,25-36,1314.9,52.66,0,0,1,0,1,0,0
2057-BOYKM,Female,1,1,0,72,1,1,1,1,1,1,0,0,1,96.6,6827.5,0,49+,6955.2,94.83,1,0,0,1,0,0,0
3658-QQJYD,Male,0,0,0,62,1,0,1,1,0,0,1,1,1,74.3,4698.05,0,49+,4606.6,75.78,0,0,1,0,1,0,0
1803-BGNBD,Female,0,0,0,12,1,0,0,1,0,1,0,0,1,54.3,654.5,0,0-12,651.6,54.54,0,0,0,0,0,1,0
0134-XWXCE,Female,1,0,0,44,1,0,0,0,1,1,1,1,0,74.85,3268.05,0,37-48,3293.4,74.27,0,0,1,0,0,0,0
6950-TWMYB,Male,0,1,1,54,1,0,0,1,0,1,0,0,1,79.95,4362.05,0,49+,4317.3,80.78,1,0,0,1,0,0,0
5848-FHRFC,Female,0,0,0,68,1,0,0,0,0,0,0,0,0,20.05,1386.9,0,49+,1363.4,20.4,0,1,0,1,0,0,0
2243-FNMMI,Male,0,0,0,20,1,0,0,0,0,0,0,0,0,19.4,415.4,0,13-24,388.0,20.77,0,1,0,0,0,0,1
2511-MORQY,Male,0,1,1,50,1,1,0,0,1,0,0,0,0,54.9,2614.1,0,49+,2745.0,52.28,0,0,1,0,0,0,0
5356-KZCKT,Male,0,0,0,58,1,1,0,0,0,0,0,0,1,24.45,1513.6,0,49+,1418.1,26.1,0,1,0,1,1,0,0
9470-XCCEM,Male,0,1,1,35,1,1,0,1,0,0,1,0,1,89.65,3161.6,0,25-36,3137.75,90.33,1,0,0,0,0,0,0
6519-CFDBX,Female,0,0,0,2,1,0,0,0,0,0,0,0,1,45.4,80.95,0,0-12,90.8,40.48,0,0,0,0,0,1,0
3902-MIVLE,Male,0,1,1,63,1,1,1,0,1,1,0,1,0,75.7,4676.7,0,49+,4769.1,74.23,0,0,0,1,0,0,1
0409-WTMPL,Female,0,1,0,58,1,1,1,1,1,0,1,1,1,110.65,6526.65,0,49+,6417.7,112.53,1,0,1,0,1,0,0
8763-KIAFH,Female,0,1,1,27,1,0,0,0,0,0,0,0,1,20.55,583.3,0,25-36,554.85,21.6,0,1,1,0,0,0,1
3669-WHAFY,Female,0,1,0,71,1,1,1,1,1,1,1,1,1,115.15,8078.1,0,49+,8175.65,113.78,1,0,0,1,1,0,0
3055-VTCGS,Female,0,0,0,63,1,0,0,0,1,0,0,1,0,58.55,3503.5,0,49+,3688.65,55.61,0,0,1,0,1,0,0
3144-KMTWZ,Male,0,1,0,71,1,1,0,1,1,0,0,1,1,93.25,6669.45,0,49+,6620.75,93.94,1,0,0,0,0,0,0
7279-BUYWN,Female,1,0,0,41,1,1,1,1,1,0,1,1,1,113.2,4689.5,1,37-48,4641.2,114.38,1,0,0,0,0,1,0
7156-MHUGY,Male,1,0,0,13,1,0,0,0,0,0,1,1,1,90.5,1201.15,1,13-24,1176.5,92.4,1,0,0,0,0,1,0
7198-GLXTC,Male,0,0,0,2,1,0,0,0,0,0,1,0,0,79.0,143.65,1,0-12,158.0,71.83,1,0,0,0,0,1,0
2007-QVGAW,Female,0,1,1,68,1,0,0,0,0,0,0,0,1,19.35,1292.65,0,49+,1315.8,19.01,0,1,0,1,0,0,0
5207-PLSTK,Male,0,1,1,1,1,0,1,0,0,0,0,0,1,48.75,48.75,0,0-12,48.75,48.75,0,0,0,0,0,0,1
2307-FYNNL,Male,1,0,0,65,1,1,1,0,1,1,1,1,1,109.05,7108.2,0,49+,7088.25,109.36,1,0,0,1,0,1,0
5605-XNWEN,Male,1,1,0,72,1,1,0,0,0,0,0,0,1,25.0,1802.55,0,49+,1800.0,25.04,0,1,0,1,0,0,0
2155-AMQRX,Female,0,0,0,28,1,1,0,0,0,1,0,0,1,54.9,1505.15,0,25-36,1537.2,53.76,0,0,0,0,1,0,0
6181-AXXYF,Male,0,1,1,72,1,1,0,0,0,0,0,0,0,24.75,1859.1,0,49+,1782.0,25.82,0,1,0,1,1,0,0
5091-HFAZW,Female,0,0,0,2,1,0,1,1,0,0,1,0,1,91.15,168.5,0,0-12,182.3,84.25,1,0,0,0,0,1,0
0516-VRYBW,Female,0,0,1,18,1,0,0,0,0,0,0,0,0,20.15,390.85,1,13-24,362.7,21.71,0,1,1,0,0,0,0
2519-LBNQL,Male,1,1,0,60,1,1,0,1,1,0,1,1,1,104.35,6339.45,0,49+,6261.0,105.66,1,0,1,0,0,1,0
8623-ULFNQ,Female,1,0,0,26,1,1,0,0,0,1,0,1,1,66.05,1652.4,0,25-36,1717.3,63.55,0,0,0,0,0,1,0
8380-PEFPE,Male,0,0,1,1,1,0,0,0,0,0,0,0,1,71.65,71.65,1,0-12,71.65,71.65,1,0,0,0,0,1,0
5687-DKDTV,Female,0,0,0,4,1,0,0,0,0,0,0,0,0,20.35,77.5,1,0-12,81.4,19.38,0,1,0,0,0,0,1
1568-LJSZU,Male,0,1,1,68,1,1,1,1,1,1,1,1,1,92.2,6392.85,0,49+,6269.6,94.01,0,0,0,1,1,0,0
7530-HDYDS,Female,0,0,0,38,1,0,0,1,1,1,0,0,1,84.25,3264.5,1,37-48,3201.5,85.91,1,0,0,0,1,0,0
7789-HKSBS,Female,1,1,0,42,1,1,1,0,1,0,1,1,1,105.2,4599.15,0,37-48,4418.4,109.5,1,0,1,0,0,0,0
7416-CKTEP,Female,0,1,0,57,1,0,0,0,0,0,0,0,1,19.6,1134.25,0,49+,1117.2,19.9,0,1,0,1,0,0,0
2586-CWXVV,Male,0,1,0,54,0,0,0,1,0,0,0,0,0,30.4,1621.35,0,49+,1641.6,30.02,0,0,0,0,0,1,0
3096-IZETN,Female,0,0,0,12,1,0,0,0,0,0,0,1,0,78.1,947.3,1,0-12,937.2,78.94,1,0,0,0,0,0,0
2348-KCJLT,Female,0,1,0,44,1,0,1,1,1,0,0,0,1,61.5,2722.2,0,37-48,2706.0,61.87,0,0,1,0,0,0,1
8401-EMUWF,Male,0,1,1,42,1,1,1,1,0,0,1,0,1,69.4,3058.3,0,37-48,2914.8,72.82,0,0,0,0,0,0,0
4193-IBKSW,Male,0,1,1,72,1,1,0,0,0,0,0,0,0,24.75,1769.6,0,49+,1782.0,24.58,0,1,0,1,0,0,0
5377-NDTOU,Female,0,1,1,71,1,1,1,1,1,1,1,1,0,91.05,6293.75,0,49+,6464.55,88.64,0,0,0,1,0,0,1
5922-ABDVO,Female,0,1,0,19,1,1,0,0,1,0,0,1,0,89.65,1761.05,1,13-24,1703.35,92.69,1,0,0,0,0,0,1
2474-LCNUE,Female,0,1,0,23,1,1,0,0,0,1,1,1,1,73.65,1642.75,0,13-24,1693.95,71.42,0,0,0,0,1,0,0
0839-QNXME,Female,0,0,0,30,1,0,0,0,0,0,0,0,0,19.4,578.5,0,25-36,582.0,19.28,0,1,0,1,1,0,0
3506-OVLKD,Male,0,0,0,35,1,1,0,0,0,0,0,0,0,26.2,954.9,0,25-36,917.0,27.28,0,1,1,0,0,0,0
9172-ANCRX,Female,0,0,0,10,1,1,1,0,0,0,1,1,1,98.7,973.25,1,0-12,987.0,97.33,1,0,0,0,0,1,0
6650-VJONK,Male,0,0,0,1,1,0,0,0,0,0,0,0,1,43.85,43.85,0,0-12,43.85,43.85,0,0,0,0,0,0,0
2178-PMGCJ,Male,0,0,0,22,1,0,0,0,0,0,0,0,1,69.7,1490.4,0,13-24,1533.4,67.75,1,0,0,0,0,0,1
7492-TAFJD,Male,0,1,1,7,0,0,1,1,1,0,0,0,0,38.55,280.0,0,0-12,269.85,40.0,0,0,0,1,0,0,1
2773-MADBQ,Female,0,0,0,36,0,0,1,1,1,1,0,1,1,53.1,1901.25,0,25-36,1911.6,52.81,0,0,0,1,0,0,1
6016-LVTJQ,Female,0,1,1,34,1,0,0,0,0,0,0,0,0,20.65,716.4,0,25-36,702.1,21.07,0,1,0,0,0,0,1
7860-KSUGX,Male,0,1,1,72,1,1,1,1,1,0,0,0,0,64.45,4720.0,0,49+,4640.4,65.56,0,0,0,1,1,0,0
8966-KZXXA,Male,0,1,1,36,1,1,0,0,0,0,0,0,0,25.1,930.95,0,25-36,903.6,25.86,0,1,0,1,1,0,0
6910-HADCM,Female,0,0,0,1,1,0,0,0,1,0,0,0,0,76.35,76.35,1,0-12,76.35,76.35,1,0,0,0,0,1,0
4816-LXZYW,Female,0,0,0,23,1,1,0,1,0,0,0,0,1,79.15,1676.95,1,13-24,1820.45,72.91,1,0,0,0,0,1,0
9606-PBKBQ,Male,1,1,0,32,1,1,0,0,0,0,0,1,1,85.0,2642.05,1,25-36,2720.0,82.56,1,0,0,0,0,1,0
5149-QYTTU,Female,0,1,1,71,1,1,1,1,1,1,0,0,1,95.15,6770.85,0,49+,6755.65,95.36,1,0,1,0,1,0,0
2070-XYMFH,Female,1,0,0,23,1,1,0,0,1,0,0,0,1,79.35,1835.3,0,13-24,1825.05,79.8,1,0,0,0,0,0,1
2085-BOJKI,Male,0,1,0,17,1,0,0,0,1,0,1,1,1,96.65,1588.25,0,13-24,1643.05,93.43,1,0,1,0,0,0,0
0817-HSUSE,Male,0,0,0,1,1,0,0,0,1,1,1,1,1,75.5,75.5,0,0-12,75.5,75.5,0,0,0,0,0,1,0
5442-PPTJY,Male,0,1,1,12,1,0,0,0,0,0,0,0,0,19.7,258.35,0,0-12,236.4,21.53,0,1,0,1,0,0,1
1927-QEWMY,Female,0,1,0,72,1,0,0,0,0,0,0,0,0,20.5,1502.25,0,49+,1476.0,20.86,0,1,0,1,1,0,0
1663-MHLHE,Male,0,0,0,1,1,0,0,0,0,0,0,0,0,19.2,19.2,0,0-12,19.2,19.2,0,1,0,0,0,0,1
5663-QBGIS,Male,1,1,0,72,1,1,0,1,0,0,1,1,0,98.35,6929.4,0,49+,7081.2,96.24,1,0,0,1,0,0,0
4450-MDZFX,Male,0,1,1,60,1,1,0,0,0,0,0,0,0,74.35,4453.3,0,49+,4461.0,74.22,1,0,0,0,0,0,0
6701-DHKWQ,Female,0,1,1,61,0,0,0,1,1,1,1,0,0,51.35,3244.4,0,49+,3132.35,53.19,0,0,0,1,1,0,0
7554-AKDQF,Female,0,1,0,6,1,0,0,0,0,0,0,0,0,45.65,323.45,0,0-12,273.9,53.91,0,0,0,0,0,0,1
3536-IQCTX,Male,1,1,0,32,1,1,0,0,0,0,0,1,0,85.3,2661.1,1,25-36,2729.6,83.16,1,0,0,0,0,1,0
4911-BANWH,Female,0,0,1,31,1,1,0,0,0,0,1,0,1,86.55,2697.4,1,25-36,2683.05,87.01,1,0,0,0,1,0,0
8496-EJAUI,Male,0,0,0,19,1,0,0,1,0,0,0,0,1,73.85,1424.5,1,13-24,1403.15,74.97,1,0,0,0,1,0,0
0794-YVSGE,Male,0,1,1,72,1,0,0,0,0,0,0,0,0,20.3,1401.15,0,49+,1461.6,19.46,0,1,0,1,0,0,0
5423-BHIXO,Female,0,0,0,32,1,1,0,1,0,0,0,0,1,54.2,1739.6,0,25-36,1734.4,54.36,0,0,0,0,0,1,0
6908-VVYHM,Male,0,1,0,65,1,1,0,1,0,0,0,1,1,90.65,5931.0,0,49+,5892.25,91.25,1,0,0,0,0,1,0
2959-EEXWB,Female,0,1,1,45,0,0,1,0,0,0,1,1,1,50.9,2333.85,0,37-48,2290.5,51.86,0,0,0,0,0,0,0
1839-UMACK,Male,0,0,0,42,1,1,0,0,0,0,0,0,0,25.05,949.85,0,37-48,1052.1,22.62,0,1,1,0,0,1,0
3030-YDNRM,Male,0,0,0,8,1,1,0,0,0,0,0,0,1,74.85,572.45,0,0-12,598.8,71.56,1,0,0,0,0,1,0
7321-KKSDU,Male,0,0,1,32,1,0,0,0,0,0,0,0,0,20.5,696.8,0,25-36,656.0,21.77,0,1,0,1,0,0,1
3402-XRIUO,Female,1,1,0,22,1,1,1,1,0,1,0,0,1,63.55,1381.8,0,13-24,1398.1,62.81,0,0,0,0,0,0,1
3132-TVFDZ,Male,1,1,0,57,0,0,0,0,0,0,1,1,1,44.85,2572.95,1,49+,2556.45,45.14,0,0,0,0,0,1,0
8286-AFUYI,Male,0,0,0,1,1,0,1,0,0,0,0,0,0,47.95,47.95,0,0-12,47.95,47.95,0,0,0,0,0,1,0
8080-DDEMJ,Male,1,0,0,1,1,0,0,0,0,0,0,0,0,45.1,45.1,1,0-12,45.1,45.1,0,0,0,0,0,1,0
8356-WUAOJ,Female,0,1,0,1,1,0,0,0,0,0,0,0,1,45.0,45.0,0,0-12,45.0,45.0,0,0,0,0,0,1,0
6365-MTGZX,Male,0,0,0,24,1,0,0,0,0,1,1,1,1,96.0,2122.45,1,13-24,2304.0,88.44,1,0,0,0,0,1,0
1349-WXNGG,Male,0,0,0,1,1,0,0,0,0,0,0,0,0,20.05,20.05,1,0-12,20.05,20.05,0,1,0,0,0,0,0
8058-DMYRU,Male,1,0,0,54,1,1,0,1,0,0,0,1,1,90.05,4931.8,0,49+,4862.7,91.33,1,0,0,0,0,1,0
9350-ZXYJC,Female,0,0,0,4,1,1,0,0,0,0,0,0,1,25.3,116.95,0,0-12,101.2,29.24,0,1,0,1,1,0,0
6990-YNRIO,Male,0,1,1,65,1,1,1,0,1,1,1,1,0,108.65,6937.95,1,49+,7062.25,106.74,1,0,0,1,0,0,0
8958-JPTRR,Female,0,1,0,56,1,1,0,0,0,0,0,0,0,24.3,1261.7,0,49+,1360.8,22.53,0,1,1,0,0,1,0
6959-GQEGV,Male,0,0,0,45,1,0,1,0,1,0,1,1,1,75.95,3273.8,0,37-48,3417.75,72.75,0,0,0,0,0,1,0
3173-WSSUE,Female,0,1,1,71,1,0,0,0,0,0,0,0,0,19.7,1415.85,0,49+,1398.7,19.94,0,1,0,1,1,0,0
1265-HVPZB,Male,0,1,0,59,1,0,1,1,1,0,1,0,0,66.4,3958.2,0,49+,3917.6,67.09,0,0,1,0,1,0,0
4115-UMJFQ,Male,0,0,0,69,0,0,0,1,1,0,0,0,1,35.75,2492.25,0,49+,2466.75,36.12,0,0,1,0,0,0,0
7369-TRPFD,Male,0,0,0,19,1,0,0,0,0,0,0,0,0,18.8,279.2,0,13-24,357.2,14.69,0,1,1,0,0,0,1
1098-KFQEC,Female,0,1,1,55,1,0,0,0,0,0,0,0,0,19.4,1083.0,0,49+,1067.0,19.69,0,1,0,1,1,0,0
7190-XHTWJ,Female,0,0,0,38,1,0,0,0,0,0,0,0,0,19.3,755.5,0,37-48,733.4,19.88,0,1,1,0,0,0,1
0621-TWIEM,Male,0,0,0,10,1,0,0,0,0,0,0,0,1,45.55,402.6,1,0-12,455.5,40.26,0,0,0,0,0,1,0
3537-RYBHH,Female,1,1,0,47,1,1,1,1,1,0,0,0,1,67.45,3252.0,0,37-48,3170.15,69.19,0,0,0,0,1,0,0
2485-ITVKB,Female,0,1,0,2,0,0,0,0,0,0,0,1,1,35.1,68.75,1,0-12,70.2,34.38,0,0,0,0,0,1,0
3669-OYSJI,Male,0,0,0,1,1,0,0,0,0,0,0,0,0,46.2,46.2,1,0-12,46.2,46.2,0,0,0,0,1,0,0
1612-EOHDH,Female,0,0,0,1,1,0,0,0,0,0,0,0,0,45.15,45.15,1,0-12,45.15,45.15,0,0,0,0,0,1,0
6702-OHFWR,Male,1,0,0,1,0,0,0,1,1,0,0,1,1,43.3,43.3,1,0-12,43.3,43.3,0,0,0,0,0,1,0
5296-BFCYD,Male,0,1,1,46,1,0,0,0,0,0,0,0,1,20.1,936.85,0,37-48,924.6,20.37,0,1,0,1,0,0,1
4510-PYUSH,Female,1,0,0,38,1,0,1,1,0,0,0,0,1,57.15,2250.65,1,37-48,2171.7,59.23,0,0,0,0,1,0,0
9359-JANWS,Female,0,1,0,65,1,0,1,0,1,1,0,0,0,58.9,3857.1,0,49+,3828.5,59.34,0,0,0,1,1,0,0
7517-SAWMO,Female,0,1,0,19,1,0,1,0,0,0,0,0,1,73.2,1441.1,1,13-24,1390.8,75.85,1,0,0,0,0,1,0
4143-HHPMK,Male,0,0,0,52,1,0,0,1,0,0,0,1,1,85.35,4338.6,1,49+,4438.2,83.43,1,0,0,0,0,1,0
3279-DYZQM,Male,0,1,1,71,1,0,0,0,0,0,0,0,0,19.45,1378.45,0,49+,1380.95,19.41,0,1,0,1,0,0,1
7054-LGEQW,Female,0,0,0,1,1,0,0,0,0,0,0,0,0,45.95,45.95,1,0-12,45.95,45.95,0,0,0,0,0,0,1
0523-VNGTF,Female,1,0,0,52,0,0,0,1,1,1,1,0,1,50.5,2566.3,0,49+,2626.0,49.35,0,0,0,0,0,1,0
9575-IWCAZ,Male,0,1,0,6,1,1,0,0,0,0,0,0,0,25.1,171.0,0,0-12,150.6,28.5,0,1,1,0,0,0,1
7105-MXJLL,Female,1,1,0,26,1,0,0,0,1,0,0,1,0,60.7,1597.4,0,25-36,1578.2,61.44,0,0,1,0,0,0,1
7064-FRRSW,Male,1,0,0,48,1,1,0,1,0,0,1,1,1,99.0,4744.35,0,37-48,4752.0,98.84,1,0,1,0,0,1,0
7940-UQQUG,Female,0,1,1,64,1,1,1,0,0,1,1,1,1,104.4,6721.6,0,49+,6681.6,105.03,1,0,1,0,0,0,0
0923-PNFUB,Female,0,0,0,3,1,0,0,1,0,0,1,0,0,83.75,247.25,1,0-12,251.25,82.42,1,0,0,0,0,1,0
3961-SXAXY,Male,0,0,0,1,1,0,0,0,0,0,0,0,1,44.05,44.05,0,0-12,44.05,44.05,0,0,0,0,0,0,0
7010-BRBUU,Male,0,1,1,72,1,1,0,0,0,0,0,0,0,24.1,1734.65,0,49+,1735.2,24.09,0,1,0,1,1,0,0
3566-HJGPK,Male,0,0,0,1,1,0,0,0,0,0,0,0,1,45.55,45.55,0,0-12,45.55,45.55,0,0,0,0,0,0,1
3062-ICYZQ,Female,0,1,1,51,1,1,1,1,0,0,0,1,1,93.8,4539.35,0,49+,4783.8,89.01,1,0,0,0,0,1,0
9938-PRCVK,Female,0,1,1,41,1,0,0,0,0,0,0,0,0,19.7,804.25,0,37-48,807.7,19.62,0,1,0,1,0,0,0
0973-KYVNF,Female,0,1,1,72,1,0,1,1,1,0,1,0,1,70.65,5011.15,0,49+,5086.8,69.6,0,0,0,1,1,0,0
5129-HHMZC,Female,0,1,0,43,1,1,1,1,0,1,1,1,0,86.45,3574.5,0,37-48,3717.35,83.13,0,0,0,1,1,0,0
9637-CDTKZ,Male,0,1,0,72,1,1,1,1,1,1,1,1,1,114.1,8086.4,0,49+,8215.2,112.31,1,0,0,1,1,0,0
3946-JEWRQ,Male,0,1,0,47,1,1,0,0,0,0,1,1,1,95.2,4563.0,0,37-48,4474.4,97.09,1,0,1,0,1,0,0
7873-CVMAW,Male,0,0,0,72,1,1,1,1,1,1,1,1,0,88.55,6362.35,0,49+,6375.6,88.37,0,0,0,1,1,0,0
0463-WZZKO,Male,0,0,0,3,1,0,0,0,0,0,0,0,1,20.75,67.1,0,0-12,62.25,22.37,0,1,0,0,1,0,0
3494-JCHRQ,Male,0,0,0,1,1,0,0,0,0,0,0,0,1,70.05,70.05,1,0-12,70.05,70.05,1,0,0,0,0,1,0
6474-FVJLC,Male,0,0,0,2,1,1,0,0,0,0,0,1,1,86.0,165.45,1,0-12,172.0,82.72,1,0,0,0,0,1,0
